Dive Shop,Address,Website,City,State,Country,Region,Phone Number,Email,Dive Courses,Rental Gear,Gases,Type,Dive Sites,Helper,Notes,
Scuba Du,"F278+VP, 77688 Cozumel, Quintana Roo, Mexico",https://www.scubadu.com/,Cozumel,Quintana Roo,Mexico,North America, +52 987 872 9505 , scubadu@usa.net ,"Open Water Diver, Advanced Adventurer, Advanced Open Water Diver, Wreck Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Try Scuba / Intro Scuba","BCD, Drysuit, Mask, Regulator",Nitrox,Dive Shop,"Cedral Wall, Chankanaab, Colombia Shallows, Cozumel, La Francesa, Palancar Briks, Palancar Caves, Palancar Gardens, Palancar Horseshoe, Paradise, Paso del Cedral, Punta Dalila, Punta Sur, Punta Tunich Wall, San Clemente, San Francisco Reef, Santa Rosa Shallow, Santa Rosa Wall, Tormentos Reef, Yucab, Santa Rosa Shallow, Cedral Wall, Palancar Gardens, Palancar Briks, Columbia Deep, Cathedral",,,
Scuba Froggy Lombok,"Jl. Raya Senggigi No.km 5, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",https://scubafroggy.com/,Kuta Lombok,Nusa Tenggara Bar.,Indonesia,Southeast Asia, +62 878-1633-5000 , contact@scubafroggy.com ,"Open Water Diver, Discover Scuba Diving, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster","Wetsuit, Regulator, BCD, Hood, Mask, Drysuit",Nitrox,Dive Shop,"Air Wall, Bio Rock, Bounty Wreck, Coral Garden, Deep Turbo, Halik, Meno Slope, Meno Wall, Secret Garden, Shark Point, The Cathedral,Kuta, Gerupuk, Tampah, Belongas, Gerupuk Slope, Gerupuk coral garden, Mawun slope, Are Guling, Mawun Inside, JJR, Gili Sarang, Blue Hole",,https://www.scubafroggy.com/dive-spots/,
Scuba Fusion Dive Center,"1210 S El Camino Real, San Mateo, CA 94402",https://www.scubafusion.com/,San Mateo,California,United States,North America, +1 650-212-3483 , dive@scubafusion.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Open Water 20, Deep Diver, Enriched Air Nitrox, Night Diver, Wreck Diver, Underwater Navigator, Divemaster, Advanced Nitrox, Trimix Diver","Snorkel, Regulator, BCD, Fins, Wetsuit, Mask",Nitrox,Dive Shop,"Bonaire Island, Monterey Bay",,,
Scuba Junkie Komodo,"Komodo Beach Resort, Warloka, Flores, NTT, Indonesia",https://scubajunkiekomodo.com/,Labuan Bajo,Nusa Tenggara Tim.,Indonesia,Southeast Asia, +62 821-3790-8161 , komodo@scubajunkie.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,"Liveaboard, Dive Resort","Batu Bolong, Castle Rock, China Shop, Crystal Bay, Crystal Rock, Gindang, Golden Passage, Karang Makassar (Manta Alley), Lonely Tree, Mawan, Pengah, Pillarsteen, Sebayur Kecil, Secret Garden, Shark Point, Tatawa Besar, Tatawa Kecil, The Cauldron (Shotgun), Three Sisters, Wainilu, Witches Hat,Padar Bay",,,
Scuba Junkie Penida,"Jln Raya Toyapakeh-Ped, Banjar Nyuh Desa Ped Nusa Penida, Klungkung Nusa, Penida, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://scubajunkiepenida.com/,Nusa Penida,Bali,Indonesia,Southeast Asia, +62 811-3907-078 , info@scubajunkiepenida.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Dive Computer, Snorkel, Boots",Nitrox,"Dive Shop, Dive Resort","Batu Nunggul, Blue Corner, Buyuk, Ceningan Wall, Crystal Bay, East Manta Point, Gamat Bay, Karang Sari, Komodo, Labyrinth, Lembongan, Malibu Point, Mangrove Point, Manta Bays, Manta Point, PED, Pura mas gading, Sekolah Dasar, Semaya, Sental, Suana, Toyapakeh",,,
Scuba Junkie Sipadan,"Scuba Junkie, Block B, Lot 36, 91308 Semporna, Sabah, Malaysia",https://www.scuba-junkie.com/,Semporna,Sabah,Malaysia,Southeast Asia,(+60)89785372, sipadan@scubajunkie.com ,,,,"Dive Shop, Dive Resort","Barracuda Point, Sipadan Drop - Off, Coral Garden, Turtle Cave, West Ridge, White-Tip Avenue, Hanging Garden, Mid Reef, Lobster Lair, Turtle Patch, Staghorn Crest, South Point, Nudi Point, Yellow Garden, Tino's Paradise, Froggies, Paradise, Sea Ventures, SWV, Artificial Reef, Trunk Garden, Coral Hills, Navy Marker, Panglima Reef, Night Point, Crazy Channel, Lobster Wall, Stingray City, Eel Garden, Ribbon Valley, Awas, Kets Goby Land, Nudi Branchia, Lonely Reef, Twin Reef, Twin Peak, Mantis Ground, Great Wall, Maid Reef, Ken's Reef, House Reef, Mandarin Garden, Lobster Rock, Cleaning Station, Gurnard Ground, Little Okinava, Black Ray Channel, Blue Spotted Garden, Lost World, Kapalai Rock, Mimic Ground, Ray City, Treasure Chest, Meditation Wall, Police Jetty",,,
Scuba Junkie Sangalaki,"Scuba Junkie Sangalaki, Water Bungalow Dive Resort, Derawan Island, Kalimantan, Indonesia.",https://www.scubajunkiesangalaki.com/,Derawan Island,East Kalimantan,Indonesia,Southeast Asia,, sangalaki@scubajunkie.com ,,,,"Dive Shop, Dive Resort","Manta Run, Manta Parade, Manta Avenue, Manta Mania, Eel Ridge, Lighthouse Reef, Coral Heaven, Turtle Town, The Corner, Jellyfish Lake, Sponge Bob, Drift, Kakabanana, Blue Light Cave, Pelatak Run, Old Pier, Trigger Wall, Ship Wreck, Macro Mania, Rabbit Fish City, Shark Point, Snapper Point, Light House, Gorgonzola, Divers Delight, Turtle Parade, East Wall, Channel, Fantasy Wall, Fusilier Paradise, Last Sand, Sponge Reef, Maratua Reef, Turtle Traffic, Tanjung Keramat, Batu Selatan",,,
Scuba Junkie Kota Kinabalu,"G27, Ground floor, Wisma Sabah, Kota Kinabalu, 88000, Sabah, Malaysia",https://www.scubajunkiekk.com/,Kota Kinabalu,Sabah,Malaysia,Southeast Asia,(+60)88602091, kk@scubajunkie.com ,,,,Dive Shop,"Mt. Sayang, Agill Reef, Gaya Garden, Clement Reef, Ribbon Reef North, Ribbon Reef South, Extension, Fan Corner, Wheel House, Sapi Slope, Edgel Patch North, Edgel Patch South, Edgel Patch Small, Land Slide North, Land Slide West, Manukan Reef, North Reef, South Sulug, Bulidong Bay, Police Bay, Merangis Reef, Ev Garden, Sapi, Turtle House, Beach Reef, Sapi Reef, Nudi Garden, Ron's Reef, Gps Point, Mangrove Corner, Manukan Slope, Manukan, The Rock, Midreef, Black Coral Reef, Midreef Wreck, Mamutik North, Mamutik, Mamutik East, The Tyres, Sulug, South Reef, Sulug Reef, Gaya East Reef, Macro Corner, Padang Point",,,
Scuba Libre,"Calle 4 Nte Manzana 3 entre 5a avenida y zona federal maritima, Centro, 77710 Playa del Carmen, Quintana Roo, Mexico",https://www.scubalibre.com.mx/,Playa del Carmen,Quintana Roo,Mexico,North America, +52 984 803 2671 , info@scubalibre.fi ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Angelita Cenote, Barracuda, Carwash (Aktun Ha) Cenote, Cenote Chac Mool, Cenote Maravilla, Cenote Zapote (Hell’s Bells), Cenotes, Cerebros, Chikin Ha Cenote, Chun Zumbul, Cozumel, Dos Ojos Cenote, Jardines, Los Arcos, Mama Viña (Wreck), Moc-che, Moc-che Deep, Punta Venado, Sabalos, The Pit (El Pit) Cenote, Tortuga, Tortugas, Tulum, Yucatan Peninsula",,,
Scuba Life Cozumel,"Marina Fonatur, Carr. Costera Sur km 6, Zona Hotelera Sur, 77688 Cozumel, Quintana Roo, Mexico",https://scubalifecozumel.com/,Cozumel,Quintana Roo,Mexico,North America, +1 210-940-1671 , info@scubalifecozumel.com ,,"Snorkel, Mask, Fins",,Dive Shop,"Barracuda, Chun Chacaab Reef, Columbia, La Francesa Reef, Las Palmas Reef, Maracaibo Reef, Palancar, Palancar Caves, Palancar Horseshoe, Palancar Wall (Cozumel), Paraíso Reef (Cozumel), Paso del Cedral Reef, Playa del Carmen, Punta Dalila, Punta Sur, Punta Tunich Wall, San Francisco Wall (Cozumel), San Juan, Santa Rosa Wall, Tormentos Reef, Villa Blanca Wall, Yucab",*****,https://scubalifecozumel.com/cozumel-dive-sites/,
Scuba Mau,"Carr. Costera Sur Km 4.5, Zona hotelera sur, 77600 Cozumel, Quintana Roo, Mexico",https://scubamau.com/,Cozumel,Quintana Roo,Mexico,North America, +52 987 141 8878 , info@scubamau.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Mask, BCD, Snorkel",,Dive Shop,Cozumel,,,
Scuba Playa,"C. 10 Nte. entre 1a y Quinta Avenida, Centro, 77710 Playa del Carmen, Quintana Roo, Mexico",https://www.scubaplaya.com/,Playa del Carmen,Quintana Roo,Mexico,North America, +52 984 803 3123 , info@scubaplaya.com ,"Try Scuba / Intro Scuba, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Barracuda, Cenotes, Cerebros, Chun Zumbul, Cozumel, El Cofre, El Esfuerzo, Inah, Jardines, Jolanda’s Reef, La Mancha Chica, La Mancha Grande, Los Arcos, Mama Viña (Wreck), Moc-Che, Moc-che Deep, Punta Maroma, Punta Venaditos, Punta Venados, Riviera Maya Cenotes, Shangri-La, Tortuga, Xcalacoco",,,
Scuba Schools of America & Swim,"4420 Holt Blvd, Montclair, CA 91763, United States",https://www.scubaschoolsofamerica.com/,Upland,California,United States,North America, +1 909-621-4171 , https://scubadiversaruba.com/?page_id=209 ,"Advanced Nitrox, Deco Procedures, Trimix Diver, Tech 1, Cave 1","Regulator, BCD, Dive Computer","Nitrox, Trimix",Dive Shop,Destination Diving,,Primarily Dive equipment and classes,
Scuba Shack Cozumel,"Carretera Costera Sur KM 3.5, Between Park Royal and Casa del Mar Hotels, 77675 Cozumel, Quintana Roo, Mexico",https://scubashackcoz.com/,Cozumel,Quintana Roo,Mexico,North America, +52 987 872 4240 , roberta@scubashackcoz.com ,"Open Water Diver, Open Water Scuba Diver, One Star Diver (★), Open Water 20, Advanced Adventurer, Two Star Diver (★★), Advanced 35, Stress & Rescue Diver, Three Star Diver (★★★), Enriched Air Nitrox, Divemaster, Advanced Nitrox, Deco Procedures, Trimix Diver, Junior Open Water Diver, Try Scuba / Intro Scuba, Introductory Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel","Nitrox, Trimix",Dive Resort,"Barracuda Reef, San Juan Reef, Cantarel Sand Reef, Villa Blanca Wall, Paradise Reef, Las Palmas Reef, Chankanaab Reef, Tormentos Reef, Yucab Reef, San Francisco Reef, Santa Rosa Wall, Paso del Cedral Reef, La Francesa Reef, Palancar Reef, Columbia Reef, Punta Sur Reef, Chun Chacaab Reef, Maracaibo Reef, Chen Rio, Playa Bosh, El Islote, Wreck C-53, Punta Tunich Wall, Cardona, Punta Dalila, El Mirador, Punta Morena, Los Atolones",,https://scubashackcoz.com/wp-content/uploads/2017/02/Cozumel-Reef-Map.png,
Scuba Shack Diving Cape Town,"16 Corfu Ave, Capri, Cape Town, 7975, South Africa",https://scubashack.co.za/,Capri,WC,South Africa,Southern Africa,072 567 9457, bookings@scubashack.co.za ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Shop,"Whittle Rock, The Lusitania (1911), The Clan Stuart (1914), Smitswinkel Bay, Smits Reef, SAS Pietermaritzburg (1994), Roman Rock, Pyramid Rock, Partridge Point, Outer Castle, Castle Rock, Boat Rock, Batsata Rock, A-Frame, Vulcan Rock, The Steps, The Oakburn (1906), The Maori (1909), The Boss 400, The Antipolis (1977), Stonehenge, Katzu Maru and Aster, Nick’s Caves, Het Huis te Kraaienstjin, Duiker (Seal) Island, Coral Gardens",,,
Scuba Shack Koh Tao,"15/1 Moo 1, Sairee Beach, Koh Tao 84360, Thailand",https://scubashackkohtao.com/,Koh Tao,Surat Thani,Thailand,Southeast Asia, +66 84 344 7846 , stefandivekohtao@gmail.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Regulator, Wetsuit, BCD, Hood, Drysuit, Dive Computer",Nitrox,Dive Shop,"Aow Leuk, Chumphon Pinnacle, Japanese Gardens, Mango Bay, Southwest Pinnacle, Twins Pinnacle",,,
Scuba St. Lucia,"Anse Chastanet Resort, Soufriere, St. Lucia",https://scubastlucia.com,Soufri√®re,Soufrière,Saint Lucia,Caribbean, +1 758-459-7755 , scuba@ansechastanet.com ,"Open Water Diver, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, BCD, Dive Computer",Nitrox,Dive Resort,"Anse Chastanet, Coral Gardens, Fairyland, Grand Caille, Lesleen M Wreck, Pinnacles, Superman’s Flight, Tou Diable, Turtle, Piton Wall, Anse La Raye Wall, Anse Couchon, Jalousie",,,
Scuba Steve's Diving,"Harmony Marina Suites, Flamboyant Dr, Rodney Bay, St. Lucia",https://www.scubastevesdiving.com,Rodney Bay,Gros Islet,Saint Lucia,Caribbean, +1 758-450-9433 , info@lsdscuba.com ,"Discover Scuba Diving, Scuba Diver, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Open Water Scuba Instructor","Snorkel, Fins, Mask, BCD",Nitrox,Dive Shop,"Lesleen M Wreck, Saint Lucia",,Features dive sites St Lucia map with no names... Review - also redirects to divesaintlucia.com,
Scuba Total Cancun,"Blvd. Kukulcan km 16,2, Zona Hotelera, 77500 Cancún, Quintana Roo, Mexico",https://www.scubatotal.com/,Cancún,Quintana Roo,Mexico,North America, +52 998 131 3571 , info@scubatotal.com ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver, Try Scuba / Intro Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Columbia, El Túnel, Grampín, La Herradura, MUSA Underwater Museum, Manchones, Palancar, Punta Negra, San Francisco Wall (Cozumel), San Miguel, Santa Rosa Wall (Cozumel), Yucab, La Iglesia, San Toribio, Cuevas de Afuera, Chitales, Santo Remedio, C-55 Barrera, C-58 Anaya, Riviera Maya Cenotes,Punta Sur,Maracaibo",,,
Scuba with Alison,"Fonatur Marina, F29C+5V San Miguel de Cozumel, Quintana Roo, Mexico Costera Sur Km. 6.5m, Hotelera Sur, 77675 Cozumel, Quintana Roo, Mexico",https://www.scubawithalison.com/,Cozumel,Quintana Roo,Mexico,North America, +1 409-203-7998 , alison@scubawithalison.com ,"Open Water Diver, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",,Dive Shop,Cozumel,,,
Scuba World Divers,"KM 49 Hurghada-Safaga Road, Mövenpick Waterpark Resort & Spa, Soma Bay, Egypt",https://www.scubaworlddivers.com/soma-bay,Soma Bay,Red Sea Governorate,Egypt,Northern Africa,+20 10 95933811, info@scubaworlddivers.com ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Advanced Scuba Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Divemaster / Assistant Instructor, Discover Scuba Diving, Junior Open Water Diver, Try Scuba / Intro Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Drysuit, Hood, Boots, Snorkel, Dive Computer","Nitrox, Trimix",Dive Shop,"Abu Soma Garden, Middle Reef, Panorama Reef, Ras Abu Soma, Salem Express, Shaab Sheer, Tobia Arbaa, Tobia Hamra, Tobia Kebir,Abu Kifan,Tobia Al Saghaira,Gamul Al Saghir,Gamul Al Kabeir",,,
Scubacao Diving Adventures,"41 A Nijmegenstraat, Willemstad, Curaçao",https://scubacao.com/,Curaçao,Curaçao,Curaçao,Caribbean, +599 9 523 8581 , info@scubacao.com ,"Scuba Diver, Discover Scuba Diving, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director","BCD, Regulator, Snorkel","Hydrox, Nitrox",Dive Shop,"Marie Pampoen, Atlantis, Car Pile at Marie Pampoen, Tugboat, Director´s Bay, Caracasbaai, Double Reef, Superior Producer, Fisherman´s Wharf, Barracuda Point, Turtle Rock, Jan Thiel, Divers Leap, Kokomo, Snake Bay (Playa Wachi), Santa Martha Bay (Sunset Waters), Porto Marie, Daibooi, Cas Abao, Lagun Beach, Jeremy, Grote Knip, Playa Forti, Playa Piskado / Playa Grandi, Alice in Wonderland, Mushroom Forest, I Love Curaçao Sign Viewpoint, Watamula Reef, Playa Guepi, Blue Room, Eastpoint, Klein Curaçao, Flamingo Habitat / Jan Kok, Flamingo Habitat / Sint Michiel, Christoffel National Park, Punda, Otrobanda, Fort Beekenburg, Quarantine House, Mistral Curaçao, Olas y Copas, Hofi Cas Cora, La Boheme Curaçao, Sol Food at Sunshine Getaway Curaçao",,,
ScubaCaribe,"Av. Xaman-Ha Mz 9 y 10 Lt 1 Fase II Solidaridad, Playacar, 77710 Playa del Carmen, Quintana Roo, Mexico",https://www.scubacaribe.com/diving/,Playa del Carmen,Quintana Roo,Mexico,North America, +52 984 803 2938 , fonts.gst@ic.com ,,,,Dive Shop,"Wreck C-56, Punta Maroma, Cerebros, The Arch, Captain Laffite, Green Wall, Moc-Che, Moc-che Deep, Pargo Cave, Chun Zumbul, Shangri-La, Jardines, Bull Shark Point, Esfuerzo, Sabalos, Barracuda, Tortuga, Mama Viña, Inah, Punta Venado, Islotes",,https://www.scubacaribe.com/wp-content/uploads/2024/05/Mexico-PDC-Dive-Site-Map-1-scaled.jpg,
ScubaCo Diving & Travel,"32 Harvey Street, Umkomaas, Durban, 4170, South Africa",https://www.scubaco.co.za/,Umkomaas,KZN,South Africa,Southern Africa, +27 79 779 4242 , info@scubaco.co.za ,"Scuba Diver, Open Water Diver, Enriched Air Nitrox, Advanced Open Water Diver, Rescue Diver, Divemaster, Try Scuba / Intro Scuba, Advanced Adventurer","BCD, Regulator, Fins, Mask, Boots, Snorkel, Wetsuit",Nitrox,Dive Shop,"Aliwal Shoal, North Sands & South Sands, Raggie Cave,Chunnel,Northern Pinnacles,The Produce,The Nebo",,,
ScubaFun,"Calle Principal 28, Bayahibe, La Romana, Dominican Republic",https://www.scubafun.info/,Bayahibe,La Altagracia,Dominican Republic,Caribbean, +1 809-330-5982 , info@scubafun.info ,"Open Water Diver, Open Water Scuba Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor","Wetsuit, BCD, Regulator",Nitrox,Dive Shop,"Atlantic Princess Wreck, Catalina Wall, El Chicho, Guaraguao, Penon, Saona Island, St George Wreck,Viva Shallow,Coco Reef,Coco Wreck,Mama Reef,Piki Reef",,,
Scubaspa Indonesia,"Scubaspa Global Operations FZCO, Dubai Digital Park, Dubai Silicon Oasis, UAE",https://www.scubaspa-indonesia.com/,Malé,Bali,Maldives,South Asia, +971 58 549 6555 , sales@scubaspa.com ,"Open Water Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster",Drysuit,Nitrox,Liveaboard,"Castle Rock, Crystal Rock, Dampier Strait, Komodo, Misool, Raja Ampat, The Cauldron (Shotgun), Triton Bay, Yellow Wall,Gam Island,Mansuar,Maluku Islands",,,
Scubaspa Maldives,"Scubaspa Global Operations FZCO, Dubai Digital Park, Dubai Silicon Oasis, UAE",https://scubaspa.com/maldives,Malé,Malé,Maldives,South Asia,971 58 549 6555, sales@scubaspa.com ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Night Diver, Underwater Navigator, Divemaster",,Nitrox,Dive Shop,"Banana Reef (Gaathugiri), Kudhimaa Wreck, North Ari, North Male, South Ari, South Male, Vaavu",,,
